"","GEOID","insur_rate","medn_incm","educ_rate","PoC","EJStress","BrwnFl_500","BrwnFl_250","BrwnFl_1k"
"6005","340373718011",0.962232243517475,0.447810208759165,0.35989932885906,0.0174746335963923,0.16,0,0,0
"6006","340373718012",0.972341733251383,NA,0.50834879406308,0.0633066994468347,0.24,0,0,0
"6007","340373718013",0.935587761674718,0.349918600325599,0.115009746588694,0.14975845410628,0.04,0,0,0
"6008","340373718021",0.939356435643564,0.289622841508634,0.134146341463415,0.196163366336634,0.28,0,0,0
"6009","340373718022",0.900308324768756,0.432082271670913,0.158402203856749,0.229188078108941,0.56,0,0,0
"6010","340373718023",1,0.350934596261615,0.468431771894094,0.10126582278481,0.36,0,0,0
"6011","340373719001",0.977000919963201,0.410998356006576,0.321285140562249,0.0459981600735971,0.28,0,0,0
"6012","340373719002",0.992685475444096,0.4062503749985,0.437587657784011,0.0700104493207941,0.16,0,0,0
"6013","340373720001",1,0.471998112007552,0.386634844868735,0.0389948006932409,0.12,0,0,0
"6014","340373720002",0.953034300791557,0.447142211431154,0.473454545454545,0.0976253298153034,0.28,0,0,0
"6015","340373721001",0.95141065830721,0.42375030499878,0.458661417322835,0.1201248049922,0.4,0,0,0
"6016","340373721002",0.973684210526316,0.30875076499694,0.40522133938706,0.0559210526315789,0.48,0,0,0
"6017","340373722001",0.942446043165468,0.417774328902684,0.341772151898734,0.135329341317365,0.44,0,0,0
"6018","340373722002",0.921097770154374,0.416998332006672,0.374725274725275,0.186106346483705,0.24,0,0,0
"6019","340373723001",0.993092862624712,0.524249903000388,0.367,0.120491174213354,0.2,0,0,0
"6020","340373723002",0.992650918635171,0.49812200751197,0.434456928838951,0.216310293386375,0.28,0,0,0
"6021","340373723003",0.97316384180791,0.47249811000756,0.25414364640884,0.0889830508474576,0.36,0,0,0
"6022","340373724001",0.945890128046262,0.46125015499938,0.413497589716122,0.12242374278648,0.68,0,0,0
"6023","340373725001",0.964684845775592,0.426818292726829,0.33066008636644,0.282074206526598,0.64,0,0,0
"6024","340373725002",1,0.58499766000936,0.284518828451883,0.238761238761239,0.64,0,0,0
"6025","340373726001",0.990822027134876,0.58312166751333,0.288082901554404,0.202314445331205,0.68,0,0,0
"6026","340373726002",0.997638724911452,NA,0.474464579901153,0.231404958677686,0.44,0,0,0
"6027","340373726003",1,0.416038335846657,0.359605911330049,0.0465264499681326,0.36,0,0,0
"6028","340373727001",0.958020989505247,0.176743293026828,0.270318021201413,0.637181409295352,0.64,0,0,0
"6029","340373727002",0.934713375796178,0.454062183751265,0.406486486486486,0.302547770700637,0.56,0,0,0
"6030","340373727003",0.99259807549963,0.30813476746093,0.407205240174672,0.141376757957069,0.52,0,0,0
"6031","340373728001",0.970983342289092,0.361750552997788,0.204166666666667,0.179473401397098,0.8,0,0,0
"6032","340373729001",0.990897269180754,0.355838576645693,0.118971061093248,0.104031209362809,0.6,0,0,0
"6033","340373729002",0.962833914053426,0.262270950916196,0.223529411764706,0.159586681974742,0.64,0,0,0
"6034","340373729003",0.826117318435754,0.283042867828529,0.184418145956607,0.326815642458101,0.76,0,0,0
"6035","340373730001",0.954703832752613,0.45499818000728,0.25,0.164634146341463,0.4,0,0,0
"6036","340373730002",0.940018744142455,0.385830456678173,0.280884265279584,0.217432052483599,0.36,0,0,0
"6037","340373731001",0.889595808383233,0.908444366222535,0.631161473087819,0.166916167664671,0.76,0,0,0
"6038","340373731002",0.992201039861352,0.847664609341563,0.687347931873479,0.256499133448873,0.52,0,0,0
"6039","340373731003",1,0.921148315406738,0.579084967320261,0.256370656370656,0.44,0,0,0
"6040","340373731004",0.989929506545821,0.557997768008928,0.495934959349593,0.163141993957704,0.56,0,0,0
"6041","340373732001",0.993760635280771,0.770272918908324,0.632601351351351,0.219512195121951,0.16,0,0,0
"6042","340373732002",0.967479674796748,0.74499702001192,0.570054945054945,0.121951219512195,0.2,0,0,0
"6043","340373733001",0.968243681140635,0.820928716285135,0.70880829015544,0.100453661697991,0.4,0,0,0
"6044","340373733002",0.964771322620519,0.51499794000824,0.603942652329749,0.226823238566131,0.6,0,0,0
"6045","340373734001",0.949101796407186,0.28562285750857,0.416201117318436,0.145365853658537,0.56,0,0,0
"6046","340373734002",1,0.632161471354115,0.57161629434954,0.0572998430141287,0.4,0,0,0
"6047","340373734003",1,0.731969072123712,0.564208782104391,0.0619699934768428,0.44,0,0,0
"6048","340373734004",1,0.829684681261275,0.842532467532468,0.0844155844155844,0.48,0,0,0
"6049","340373734005",1,0.466546133815465,0.697542533081285,0.0954838709677419,0.52,0,0,0
"6050","340373734006",0.960544217687075,0.497282010871957,0.477678571428571,0.310204081632653,0.56,0,0,0
"6051","340373734007",1,0.621561513753945,0.788954635108481,0.0247093023255814,0.4,0,0,0
"6052","340373735001",0.95910780669145,0.448846204615182,0.46606914212548,0.157992565055762,0.32,0,0,0
"6053","340373735002",0.933065595716198,0.31499874000504,0.417536534446764,0.178045515394913,0.6,0,0,0
"6054","340373735003",0.882022471910112,0.378634485462058,0.236641221374046,0.164545454545455,0.4,0,0,0
"6055","340373735004",0.985419198055893,0.676537293850825,0.464012251148545,0.0206561360874848,0.4,0,0,0
"6056","340373736001",0.908849850845211,0.441818232727069,0.544704264099037,0.116186693147964,0.68,0,0,0
"6057","340373737001",0.899310344827586,0.153999384002464,0.152450090744102,0.477241379310345,0.68,0,0,0
"6058","340373737002",0.965405405405405,0.350206599173603,0.291666666666667,0.252586206896552,0.56,0,0,0
"6059","340373737003",0.981372549019608,0.288330846676613,0.242793791574279,0.0882352941176471,0.56,0,0,0
"6060","340373737004",0.964611872146119,0.198499206003176,0.29088471849866,0.108565737051793,0.6,0,0,0
"6061","340373738001",0.95725865880619,0.251698993204027,0.185336048879837,0.232745961820852,0.72,0,0,0
"6062","340373738002",0.957310565635005,0.19939120243519,0.197309417040359,0.165421558164354,0.64,0,0,0
"6063","340373738003",0.993061979648474,0.536961852152591,0.363124560168895,0.482886216466235,0.52,0,0,0
"6064","340373739001",0.974834437086093,0.423634305462778,0.215339233038348,0.0251655629139073,0.24,0,0,0
"6065","340373739002",1,0.459230163079348,0.291627469426152,0.105909439754413,0.12,0,0,0
"6066","340373739003",1,0.48249807000772,0.367088607594937,0.0366412213740458,0.16,0,0,0
"6067","340373739004",0.978494623655914,0.571665713337147,0.277611940298507,0.0176651305683564,0.24,0,0,0
"6068","340373740001",0.974632843791722,0.515905936376254,0.428047662694775,0.121495327102804,0.24,0,0,0
"6069","340373740002",0.976678043230944,0.6687493250027,0.550251256281407,0.0952921157118548,0.24,0,0,0
"6070","340373741001",1,0.499166003335987,0.688461538461538,0.21991341991342,0.28,0,0,0
"6071","340373741002",1,0.748329006683973,0.787735849056604,0.0902421129860602,0.24,0,0,0
"6072","340373741003",0.97005444646098,0.57624969500122,0.537593984962406,0.246823956442831,0.32,0,0,0
"6073","340373742001",0.986928104575163,0.448330206679173,0.409288824383164,0.0887021475256769,0.48,0,0,0
"6074","340373742002",0.971864951768489,0.528433886264455,0.445221445221445,0.228548516439455,0.64,0,0,0
"6075","340373743001",1,0.614061543753825,0.564210526315789,0.239255933290571,0.48,0,0,0
"6076","340373743002",0.976004464285714,0.424602301590794,0.313980137509549,0.19921875,0.64,0,0,0
"6077","340373744001",1,0.792140831436674,0.496613995485327,0.22459499263623,0.36,0,0,0
"6078","340373744002",0.959302325581395,0.556069775720897,0.43972602739726,0.0746124031007752,0.4,0,0,0
"6079","340373745001",1,0.590445638217447,0.370044052863436,0.0905923344947735,0.44,0,0,0
"6080","340373745002",0.984025559105431,0.441598233607066,0.18956043956044,0.252396166134185,0.44,0,0,0
"6081","340373746001",0.971049457177322,0.516361934552262,0.326848249027237,0.109770808202654,0.8,0,0,0
"6082","340373746002",0.956642579210673,0.435310258758965,0.379931389365352,0.150442477876106,0.56,0,0,0
"6083","340373746003",0.964285714285714,0.531961872152511,0.51,0.188616071428571,0.64,0,0,0
"6084","340373747001",0.887403237156932,0.438330246679013,0.423945044160942,0.379310344827586,0.52,0,0,0
"6085","340373747002",0.9340592861464,0.426518293926824,0.31691818903892,0.284936479128857,0.52,0,0,0
"6086","340373747003",0.987202925045704,0.539497842008632,0.454133635334088,0.107861060329068,0.52,0,0,0
"6087","340373748001",0.949762389680923,0.52999788000848,0.462699822380107,0.36591989137814,0.6,0,0,0
"6088","340373748002",0.971611721611722,0.305866776532894,0.356234096692112,0.206959706959707,0.64,0,0,0
"6089","340373748003",0.896551724137931,0.49749801000796,0.420924574209246,0.14367816091954,0.64,0,0,0
"6090","340373748004",0.97319932998325,0.48499806000776,0.207142857142857,0.319932998324958,0.6,0,0,0
"6091","340373749001",0.914564686737185,0.365674537301851,0.280552603613177,0.295362082994304,0.48,0,0,0
"6092","340373749002",0.985663082437276,0.347854608581566,0.328548644338118,0.213859020310633,0.56,0,0,0
"6093","340373749003",0.963263358778626,0.41125035499858,0.36716621253406,0.230916030534351,0.52,0,0,0
"6094","340390302001",0.855828220858896,0.258214967140131,0.108571428571429,0.993865030674847,0.8,3,0,14
"6095","340390302002",0.689992475545523,0.183383266466934,0.0403276622558286,0.994732881866065,0.8,3,0,14
"6096","340390304001",0.776234567901235,0.201471194115224,0.0296875,0.920524691358025,0.8,8,3,14
"6097","340390304002",0.76008064516129,0.306290774836901,0.0857763300760043,1,0.84,4,2,14
"6098","340390304003",0.832415902140673,0.178703285186859,0.0820820820820821,0.961467889908257,0.76,8,6,13
"6099","340390304004",0.895725388601036,0.112195551217795,0.0960960960960961,0.812176165803109,0.72,9,6,13
"6100","340390305001",0.31858407079646,0.183215267138931,0,1,0.76,5,1,14
"6101","340390305002",0.860116166505324,NA,0.0719482619240097,0.88431752178122,0.92,11,9,19
"6102","340390305003",0.741267787839586,NA,0.0719557195571956,0.946959896507115,0.88,13,6,17
"6103","340390305004",0.749865519096288,0.371538513845945,0.0860420650095602,0.949973103819258,0.84,6,1,12
"6104","340390306001",0.84913112164297,0.28813484746061,0.079746835443038,0.81911532385466,0.92,15,9,19
"6105","340390306002",0.809661835748792,0.193203227187091,0.0845814977973568,0.947826086956522,0.76,1,1,3
"6106","340390307011",0.816428571428571,0.25499898000408,0.191304347826087,0.769285714285714,0.64,1,0,2
"6107","340390307012",0.864357864357864,0.323234707061172,0.178733031674208,0.823953823953824,0.72,1,0,2
"6108","340390307031",0.921176470588235,0.225715097139611,0.0840336134453782,0.816470588235294,0.64,1,1,3
"6109","340390307032",0.79840196681008,0.277642889428442,0.0297619047619048,0.960663798401967,0.6,1,1,3
"6110","340390307033",0.854285714285714,0.260862956548174,0.156331877729258,0.857714285714286,0.64,2,1,4
"6111","340390307041",0.813594954449895,0.268458926164295,0.25323275862069,0.85353889278206,0.64,2,0,8
"6112","340390307042",0.754137115839243,0.178571285714857,0.0956607495069034,0.957446808510638,0.68,2,1,8
"6113","340390308021",0.739408009286129,0.347142611429554,0.104261796042618,0.887405687753918,0.72,2,1,4
"6114","340390308022",0.859903381642512,0.424166303334787,0.108414239482201,0.725704427832087,0.8,3,1,13
"6115","340390309001",0.75,NA,0,0.918807339449541,0.64,5,1,6
"6116","340390309002",0.875457875457875,0.252406990372039,0.122209165687427,0.905494505494505,0.64,1,1,8
"6117","340390309003",0.680058436815194,0.165207339170643,0.0112781954887218,0.925493060628196,0.76,2,1,13
"6118","340390309004",0.819571865443425,0.432426270294919,0.0174216027874564,0.737767584097859,0.84,3,1,14
"6119","340390310001",0.756391526661797,0.26312294750821,0.00350877192982456,1,0.8,4,3,16
"6120","340390310002",0.720101781170484,0.167739329042684,0.139817629179331,0.848176420695505,0.76,3,1,16
"6121","340390311001",0.916434540389972,0.0903236387054452,0.150429799426934,0.788300835654596,0.6,3,2,7
"6122","340390311002",0.832038834951456,0.269062923748305,0.0889867841409692,0.980097087378641,0.72,4,0,8
"6123","340390311003",0.640768588137009,NA,0.050131926121372,0.970760233918129,0.72,3,1,9
"6124","340390311004",0.906944444444444,0.2374990500038,0.0620985010706638,0.916666666666667,0.8,2,1,14
"6125","340390311005",0.791352093342485,0.245935016259935,0.023945267958951,0.942347288949897,0.72,6,2,15
"6126","340390312001",0.850678733031674,0.378946484214063,0.129518072289157,0.952941176470588,0.76,5,1,9
"6127","340390312002",0.691752577319588,0.227083091667633,0.107096774193548,0.963748894783378,0.8,6,2,9
"6128","340390312003",0.837018319646241,0.280402878388486,0.122651933701657,0.796588755527479,0.68,6,3,11
"6129","340390312004",0.74228855721393,0.236667053331787,0.0542253521126761,0.938369781312127,0.72,7,1,16
"6130","340390312005",0.638083228247163,0.232051071795713,0,1,0.76,7,3,12
"6131","340390313011",0.639947437582129,0.275998896004416,0.408308004052685,0.717477003942181,0.8,1,0,7
"6132","340390313012",0.821138211382114,0.243999024003904,0.120300751879699,0.759581881533101,0.92,6,5,12
"6133","340390313021",0.719216898505925,0.306594773620906,0.084070796460177,0.948995363214838,0.8,5,4,12
"6134","340390313022",0.836520076481836,0.231415074339703,0.359253499222395,0.946462715105163,0.68,4,1,13
"6135","340390313023",0.827742520398912,0.195179219283123,0.214285714285714,0.805983680870354,0.72,4,1,11
"6136","340390314001",0.77133655394525,0.155335378658485,0.105663567202029,0.986044015029522,0.68,7,4,16
"6137","340390314002",0.748355263157895,0.195751216995132,0.119402985074627,0.967105263157895,0.76,7,5,11
"6138","340390314003",0.692989524576954,0.245183019267923,0.0803108808290155,0.940370668815471,0.72,4,1,12
"6139","340390314004",0.691786621507197,0.176803292786829,0.108019639934534,0.887383573243014,0.72,2,1,12
"6140","340390315001",0.835757575757576,0.258210967156131,0.221957040572792,0.889090909090909,0.92,3,3,9
"6141","340390315002",0.721804511278195,0.18375126499494,0.158279963403477,0.7053998632946,0.72,3,0,8
"6142","340390315003",0.758538522637013,0.316090735637057,0.177254098360656,0.779189833200953,0.76,3,1,12
"6143","340390315004",0.79,0.381634473462106,0.240942028985507,0.945,0.72,3,0,13
"6144","340390316011",0.877372262773723,0.205147179411282,0.150710900473934,0.948905109489051,0.8,8,5,12
"6145","340390316012",0.800347222222222,0.31999872000512,0.244239631336406,0.998263888888889,0.72,2,1,8
"6146","340390316013",0.668792934249264,0.236607053571786,0.193732193732194,0.90873405299313,0.72,2,0,6
"6147","340390316021",0.5337361530715,0.234323062707749,0.206572769953052,0.858006042296072,0.64,2,1,5
"6148","340390316022",0.714108910891089,0.336782652869389,0.283212560386473,0.815973651708522,0.68,3,1,5
"6149","340390316023",0.817717206132879,0.282666869332523,0.290754257907543,0.848381601362862,0.84,4,4,6
"6150","340390316024",0.671905697445973,0.211731153075388,0.103678929765886,0.860510805500982,0.68,4,1,5
"6151","340390317001",0.705150976909414,0.16999932000272,0.20704845814978,0.898164594434577,0.64,3,0,9
"6152","340390317002",0.721573208722741,0.197679209283163,0.126379690949227,0.924154025670945,0.76,6,2,9
"6153","340390317003",0.827075098814229,0.183331266674933,0.217207334273625,0.922924901185771,0.68,2,1,7
"6154","340390317004",0.79228855721393,0.28499886000456,0,0.690298507462687,0.6,2,0,7
"6155","340390318011",0.826110806363138,0.340862636549454,0.156862745098039,0.633571036752606,0.6,0,0,5
"6156","340390318012",0.775518847945786,0.255802976788093,0.192086790044671,0.898348157560356,0.68,2,0,5
"6157","340390318013",0.652597402597403,0.237915048339807,0.119940029985007,0.88961038961039,0.64,2,2,7
"6158","340390318021",0.691449814126394,0.162587349650601,0.137270550678372,0.952203929899097,0.72,3,0,7
"6159","340390318022",0.671060891399874,0.126639493442026,0.074154852780807,0.92,0.72,3,2,8
"6160","340390319031",0.689964857477548,0.184843260626957,0.0927152317880795,0.919953143303397,0.6,2,0,6
"6161","340390319032",0.780923344947735,0.245815016739933,0.193962748876044,0.858449477351916,0.6,2,1,6
"6162","340390319033",0.594924812030075,0.181803272786909,0.196384039900249,0.911662315056571,0.6,3,0,5
"6163","340390319041",0.8568,0.116799532801869,0.161993769470405,0.908,0.76,3,3,9
"6164","340390319042",0.787258248009101,0.152295390818437,0.171677215189873,0.925483503981797,0.64,3,2,7
"6165","340390320021",0.868571428571429,0.360830556677773,0.122122122122122,0.606969205834684,0.64,1,0,3
"6166","340390320022",0.710877373011801,0.287094851620594,0.148367952522255,0.786300667008722,0.64,0,0,2
"6167","340390320031",0.819030680302357,NA,0.107908847184987,0.773232547799022,0.6,0,0,2
"6168","340390320032",0.757220921155347,0.230163079347683,0.0706836616454229,0.975800156128025,0.68,0,0,3
"6169","340390320041",0.822601839684626,0.261282954868181,0.166153846153846,0.806282722513089,0.6,0,0,0
"6170","340390320042",0.777124773960217,0.363998544005824,0.0554400554400554,0.939421338155515,0.64,0,0,0
"6171","340390321011",0.8045486851457,0.424338302646789,0.226351351351351,0.634683724235963,0.56,0,0,0
"6172","340390321012",0.859701492537313,NA,0.311546840958606,0.78955223880597,0.64,0,0,0
"6173","340390321013",0.76521164021164,0.453174187303251,0.509825327510917,0.738095238095238,0.72,0,0,0
"6174","340390321021",1,NA,0.461095100864553,0.602564102564103,0.56,0,0,0
"6175","340390321022",0.948489010989011,0.604321582713669,0.430331753554502,0.370192307692308,0.6,0,0,0
"6176","340390321023",0.675429726996967,0.512981948072208,0.534883720930233,0.413549039433771,0.52,0,0,0
"6177","340390322001",0.656540607563546,0.286426854292583,0.143658810325477,0.989460632362058,0.76,0,0,0
"6178","340390322002",0.860492379835873,0.282390870436518,0.29608938547486,0.966002344665885,0.64,0,0,0
"6179","340390322003",0.872448979591837,0.313886744453022,0.222493887530562,0.981292517006803,0.64,0,0,1
"6180","340390322004",0.926030491247883,0.507921968312127,0.432980599647266,0.971460548405148,0.8,0,0,1
"6181","340390322005",0.961844197138315,0.396950412198351,0.518099547511312,1,0.72,0,0,0
"6182","340390323001",0.891608391608392,0.330922676309295,0.183057448880234,0.97972027972028,0.8,0,0,0
"6183","340390323002",0.639810426540284,0.274650901396394,0.212989493791786,0.877454299255247,0.88,0,0,2
"6184","340390324011",0.86897880539499,0.628177487290051,0.192368839427663,0.729287090558767,0.76,0,0,0
"6185","340390324012",0.699101796407186,NA,0.301785714285714,0.530688622754491,0.8,0,0,0
"6186","340390324013",0.920792079207921,0.146751412994348,0.16452442159383,0.542079207920792,0.68,0,0,0
"6187","340390324014",1,0.247307010771957,0.405013192612137,0.785057471264368,0.72,0,0,0
"6188","340390324021",0.607352941176471,0.240275038899844,0.150747986191024,0.6875,0.76,0,0,0
"6189","340390324022",0.963990267639903,0.563533745865017,0.360824742268041,0.947445255474453,0.8,0,0,0
"6190","340390325001",0.842062852538276,0.385734457062172,0.166201117318436,0.781627719580983,0.8,1,1,6
"6191","340390325002",0.853997682502897,0.500553997784009,0.313014827018122,0.741599073001159,0.68,1,0,4
"6192","340390325003",0.845092024539877,0.268518925924296,0.181927710843374,0.654907975460123,0.72,0,0,1
"6193","340390325004",0.970124932102118,0.810516757932968,0.565579984836998,0.488864747419881,0.76,0,0,5
"6194","340390325005",0.850156087408949,0.399166403334387,0.25,0.828303850156087,0.68,0,0,0
"6195","340390326001",0.926242236024845,0.327854688581246,0.366497461928934,0.870341614906832,0.68,0,0,0
"6196","340390326002",0.896,0.410274358902564,0.349090909090909,0.837333333333333,0.76,0,0,0
"6197","340390326003",0.958579881656805,0.434094263622946,0.426767676767677,0.953738569123185,0.72,0,0,0
"6198","340390326004",0.971896955503513,0.509837960648157,0.393561786085151,0.807181889149102,0.56,0,0,0
"6199","340390327011",0.820859872611465,0.521361914552342,0.4387031408308,0.632165605095541,0.64,0,0,0
"6200","340390327012",0.896496815286624,0.521397914408342,0.526342710997442,0.76234076433121,0.76,0,0,0
"6201","340390327021",0.967130214917826,0.307750768996924,0.362948960302457,0.865992414664981,0.68,0,0,0
"6202","340390327022",0.951496388028896,0.553317786728853,0.22707423580786,0.941176470588235,0.64,0,0,0
"6203","340390327023",0.947157726180945,0.37190251238995,0.267448055407565,0.674939951961569,0.72,0,0,0
"6204","340390327024",0.876865671641791,0.345530617877528,0.481644640234949,0.801305970149254,0.56,0,0,0
"6205","340390328001",0.873762376237624,0.427422290310839,0.300385109114249,0.843564356435644,0.64,0,0,0
"6206","340390328002",1,NA,0.287917737789203,0.895870736086176,0.56,0,0,0
"6207","340390328003",0.949685534591195,0.334166663333347,0.351851851851852,0.86735277301315,0.72,0,0,0
"6208","340390328004",0.882059800664452,0.485498058007768,0.302631578947368,1,0.6,0,0,0
"6209","340390329011",0.983174835405998,0.377934488262047,0.363805970149254,0.679590343818581,0.64,0,0,0
"6210","340390329012",0.911670235546039,0.41685033259867,0.407647907647908,0.576017130620985,0.76,0,0,0
"6211","340390329013",0.985714285714286,0.474622101511594,0.246659815005139,0.885630498533724,0.64,0,0,0
"6212","340390329021",0.981643721318315,0.419614321542714,0.354215456674473,0.553191489361702,0.76,0,0,0
"6213","340390329022",0.990009514747859,0.437058251766993,0.358837485172005,0.385823025689819,0.68,0,0,0
"6214","340390330001",1,0.683277266890932,0.549789621318373,0.608501118568233,0.6,0,0,0
"6215","340390330002",0.941923774954628,0.445998216007136,0.598006644518272,0.490018148820327,0.64,0,0,0
"6216","340390330003",0.706340378197998,0.427466290134839,0.513089005235602,0.659621802002225,0.76,0,0,0
"6217","340390330004",0.927880386983289,0.457390170439318,0.34696261682243,0.496042216358839,0.76,0,0,0
"6218","340390331001",0.991208791208791,0.480714077143691,0.482539682539683,0.76043956043956,0.6,0,0,0
"6219","340390331002",0.666666666666667,0.315286738853045,0.205501618122977,0.948717948717949,0.68,0,0,0
"6220","340390331003",0.58804347826087,0.322094711621153,0.360248447204969,0.840217391304348,0.68,0,0,0
"6221","340390331004",0.594594594594595,0.453666185335259,0.365203761755486,0.875,0.6,0,0,0
"6222","340390331005",0.998930481283422,NA,0.504573170731707,0.736898395721925,0.6,0,0,0
"6223","340390331006",0.891173950299914,0.44249823000708,0.219611848825332,0.886889460154242,0.64,0,0,0
"6224","340390331007",0.958995815899582,0.415242339030644,0.464147286821705,0.793305439330544,0.68,0,0,0
"6225","340390332001",1,0.465998136007456,0.545706371191136,0.638971315529179,0.68,0,0,0
"6226","340390332002",0.957542457542458,0.441426234295063,0.381268436578171,0.781218781218781,0.72,0,0,0
"6227","340390332003",0.992727272727273,0.671361314554742,0.572847682119205,0.366060606060606,0.6,0,0,0
"6228","340390333001",0.900890868596882,0.587605649577402,0.444620253164557,0.720489977728285,0.56,0,0,0
"6229","340390333002",0.95,0.692305230779077,0.545087483176312,0.390384615384615,0.6,0,0,0
"6230","340390333003",0.91701244813278,0.597725609097564,0.294853963838665,0.807053941908714,0.56,0,0,0
"6231","340390333004",0.927461139896373,0.473858104567582,0.480427046263345,0.526424870466321,0.56,0,0,0
"6232","340390334001",0.963400236127509,0.616537533849865,0.434782608695652,0.484061393152302,0.64,0,0,0
"6233","340390334002",0.975654290931223,0.752688989244043,0.644748858447489,0.44796104686549,0.52,0,0,0
"6234","340390334003",1,0.342998628005488,0.450819672131148,0.558762886597938,0.56,0,0,0
"6235","340390334004",0.954896907216495,0.506069975720097,0.622033898305085,0.675257731958763,0.6,0,0,0
"6236","340390335011",0.847038019451813,0.452998188007248,0.46875,0.730327144120248,0.64,0,0,0
"6237","340390335012",1,0.124027503889984,0.251221214235869,0.484347312463083,0.64,0,0,0
"6238","340390335013",0.98088813940416,0.46562213751145,0.311768754301445,0.740303541315346,0.72,0,0,0
"6239","340390335021",0.887096774193548,0.57814568741725,0.399029126213592,0.561155913978495,0.56,0,0,0
"6240","340390335022",0.97751677852349,0.561817752728989,0.598360655737705,0.714093959731544,0.64,0,0,3
"6241","340390336001",0.974955277280859,0.566109735561058,0.457207207207207,0.132379248658318,0.56,0,0,0
"6242","340390336002",0.982758620689655,0.462058151767393,0.416968817984046,0.320780399274047,0.76,0,0,0
"6243","340390336003",0.893213572854291,0.483250066999732,0.292389853137517,0.158682634730539,0.6,0,0,0
"6244","340390336004",0.796590909090909,0.25938696245215,0.325819672131148,0.717045454545455,0.68,0,0,0
"6245","340390336005",1,0.30499878000488,0.219858156028369,0.146090534979424,0.68,0,0,0
"6246","340390336006",0.935721812434141,0.244175023299907,0.131103074141049,0.722866174920969,0.76,0,0,0
"6247","340390336007",0.949848024316109,0.544581821672713,0.260593220338983,0.492401215805471,0.72,0,0,0
"6248","340390337001",0.943150046598322,0.422750308998764,0.339677891654466,0.551724137931034,0.72,0,0,0
"6249","340390337002",0.907172995780591,0.476162095351619,0.371572871572872,0.493143459915612,0.68,0,0,0
"6250","340390337003",0.976800976800977,0.391998432006272,0.407630522088353,0.523809523809524,0.64,0,0,0
"6251","340390337004",1,NA,0.493265993265993,0.508620689655172,0.64,0,0,0
"6252","340390338001",0.975020145044319,0.661757352970588,0.299862448418157,0.273166800966962,0.64,0,0,0
"6253","340390338002",1,NA,0.543307086614173,0.235668789808917,0.6,0,0,0
"6254","340390338003",0.851362510322048,0.437774248903004,0.40968443960827,0.668455821635012,0.72,0,0,0
"6255","340390338004",0.930656934306569,0.371446514213943,0.389202762084118,0.686131386861314,0.68,0,0,0
"6256","340390339001",0.837760910815939,0.406538373846505,0.373555840821566,0.630929791271347,0.68,0,0,0
"6257","340390339002",0.854166666666667,0.281942872228511,0.323924731182796,0.785037878787879,0.8,0,0,0
"6258","340390339003",0.886023294509151,0.627957488170047,0.311258278145695,0.732945091514143,0.72,0,0,0
"6259","340390340001",0.93423019431988,0.233999064003744,0.0645161290322581,0.960388639760837,0.72,0,0,0
"6260","340390340002",0.97009165460685,0.289818840724637,0.188349514563107,0.755426917510854,0.76,0,0,0
"6261","340390340003",0.791341991341991,0.230399078403686,0.105485232067511,0.955844155844156,0.8,0,0,0
"6262","340390340004",0.901388888888889,0.460518157927368,0.592592592592593,0.6375,0.76,0,0,0
"6263","340390341001",0.915083798882682,0.156027375890496,0.201320132013201,0.946927374301676,0.68,0,0,0
"6264","340390341002",0.947873799725652,0.354230583077668,0.334677419354839,0.764060356652949,0.64,0,0,0
"6265","340390341003",0.967195767195767,0.486782052871788,0.219354838709677,0.762962962962963,0.6,0,0,0
"6266","340390342001",0.979674796747967,0.284106863572546,0.238434163701068,0.894889663182346,0.72,0,0,0
"6267","340390342002",0.761020881670534,0.493330026679893,0.240866035182679,0.811291569992266,0.68,0,0,0
"6268","340390342003",0.909529553679131,0.603509585961656,0.427320490367776,0.816546762589928,0.68,0,0,0
"6269","340390343001",0.986803519061584,0.575353698585206,0.455938697318008,0.841642228739003,0.84,0,0,0
"6270","340390343002",0.874562427071178,0.313398746405014,0.488653555219365,0.750291715285881,0.8,0,0,0
"6271","340390343003",0.881366860090264,0.481818072727709,0.384111384111384,0.738233397807866,0.76,0,0,0
"6272","340390344001",0.87027027027027,NA,0.257372654155496,0.951351351351351,0.76,0,0,0
"6273","340390344002",0.975071907957814,0.524257902968388,0.184940554821664,0.834132310642378,0.84,0,0,0
"6274","340390344003",0.893964110929853,0.385370458518166,0.0744234800838574,0.972267536704731,0.72,0,0,0
"6275","340390344004",0.894177215189873,0.198087207651169,0.1392,0.921012658227848,0.8,0,0,0
"6276","340390345001",0.93273850377488,0.389642441430234,0.0610610610610611,0.559368565545642,0.76,0,0,1
"6277","340390345002",0.833013435700576,0.067059731761073,0.0333333333333333,0.656429942418426,0.68,0,0,0
"6278","340390345003",0.855044074436827,0.506397974408102,0.227866473149492,0.835455435847209,0.72,0,0,0
"6279","340390345004",0.932203389830508,0.328854684581262,0.171875,0.846246973365617,0.72,0,0,0
"6280","340390345005",0.955710955710956,0.468390126439494,0.116863905325444,0.898601398601399,0.72,0,0,0
"6281","340390346001",0.928921568627451,0.34059463762145,0.189775367931836,0.979166666666667,0.68,0,0,0
"6282","340390346002",0.890593729152768,0.248931004275983,0.0897959183673469,0.90927284856571,0.8,0,0,0
"6283","340390346003",0.925501432664756,0.33499866000536,0.236530880420499,0.980897803247373,0.8,0,0,0
